locationLatitude,locationLongitude,locationAltitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05887453,-80.84527943,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05887453,-80.84527943,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05887453,-80.84527943,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05887453,-80.84527943,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05887453,-80.84527943,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05887453,-80.84527943,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05887453,-80.84527943,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05887453,-80.84527943,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05887453,-80.84527943,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06126777,-80.84674906,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06126777,-80.84674906,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06126777,-80.84674906,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06126777,-80.84674906,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06126777,-80.84674906,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06126777,-80.84674906,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06126777,-80.84674906,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06126777,-80.84674906,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06126777,-80.84674906,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06079836,-80.84646274,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06079836,-80.84646274,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06079836,-80.84646274,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06034178,-80.84618424,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06034178,-80.84618424,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06034178,-80.84618424,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06034178,-80.84618424,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033228,-80.84617844,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033228,-80.84617844,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033228,-80.84617844,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033228,-80.84617844,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033228,-80.84617844,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033228,-80.84617844,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033228,-80.84617844,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033228,-80.84617844,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033228,-80.84617844,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033228,-80.84617844,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033368,-80.8461793,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033368,-80.8461793,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033368,-80.8461793,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033368,-80.8461793,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033368,-80.8461793,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033368,-80.8461793,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033368,-80.8461793,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033368,-80.8461793,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033368,-80.8461793,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033368,-80.8461793,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033368,-80.8461793,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033368,-80.8461793,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033368,-80.8461793,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033368,-80.8461793,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0586298,-80.84259157,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06401594,-80.83908529,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05925488,-80.8420608,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05925488,-80.8420608,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05878939,-80.82441654,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05478021,-80.79751349,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05385764,-80.7909311,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05385764,-80.7909311,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05657461,-80.82078218,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05657461,-80.82078218,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05657461,-80.82078218,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05388094,-80.79166666,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05388094,-80.79166666,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05388094,-80.79166666,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05388094,-80.79166666,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05388094,-80.79166666,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05388094,-80.79166666,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05388094,-80.79166666,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05388094,-80.79166666,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05388094,-80.79166666,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033363,-80.84617866,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033363,-80.84617866,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033363,-80.84617866,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033363,-80.84617866,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033363,-80.84617866,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033363,-80.84617866,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033363,-80.84617866,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033363,-80.84617866,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033368,-80.8461793,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033368,-80.8461793,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033368,-80.8461793,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033368,-80.8461793,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033368,-80.8461793,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033368,-80.8461793,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033368,-80.8461793,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06033368,-80.8461793,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06131082,-80.84602916,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06131082,-80.84602916,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06131082,-80.84602916,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06131082,-80.84602916,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06131082,-80.84602916,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06131082,-80.84602916,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06131082,-80.84602916,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06131082,-80.84602916,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06225772,-80.84588367,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06225772,-80.84588367,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06225772,-80.84588367,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06225772,-80.84588367,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06225772,-80.84588367,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06225772,-80.84588367,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06225772,-80.84588367,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06225772,-80.84588367,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06225772,-80.84588367,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06228754,-80.84587908,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06228754,-80.84587908,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06228754,-80.84587908,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06228754,-80.84587908,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06228754,-80.84587908,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06228754,-80.84587908,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06228754,-80.84587908,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06228754,-80.84587908,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06228754,-80.84587908,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06228754,-80.84587908,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06228796,-80.84587902,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06228796,-80.84587902,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06228796,-80.84587902,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06228796,-80.84587902,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06228796,-80.84587902,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06228796,-80.84587902,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06228796,-80.84587902,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06228796,-80.84587902,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06228796,-80.84587902,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06228796,-80.84587902,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06228796,-80.84587902,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06228796,-80.84587902,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06228796,-80.84587902,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06228796,-80.84587902,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06228796,-80.84587902,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06228796,-80.84587902,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06228796,-80.84587902,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06228796,-80.84587902,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06228796,-80.84587902,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06228796,-80.84587902,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06228796,-80.84587902,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06228796,-80.84587902,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06228796,-80.84587902,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06131404,-80.83957549,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06131404,-80.83957549,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05968003,-80.8289996,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06069618,-80.8408338,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06069618,-80.8408338,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06069618,-80.8408338,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06125922,-80.84668862,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06125922,-80.84668862,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06018057,-80.84422047,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05874245,-80.83385782,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05874245,-80.83385782,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05874245,-80.83385782,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05874245,-80.83385782,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05937384,-80.8270313,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05937384,-80.8270313,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.03915971,-80.84703699,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05140704,-80.83608414,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05140704,-80.83608414,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06318294,-80.82582662,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06130983,-80.83292784,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05769196,-80.83658458,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05769196,-80.83658458,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05769196,-80.83658458,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05067838,-80.84354902,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05014869,-80.8423875,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05014869,-80.8423875,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05014869,-80.8423875,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.04488069,-80.83915296,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.04159639,-80.83840475,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.04159639,-80.83840475,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.04139905,-80.83835979,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.04138051,-80.83835557,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.04138051,-80.83835557,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.04138051,-80.83835557,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.04138051,-80.83835557,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0413783,-80.83835507,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.04707104,-80.81606069,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06401956,-80.80121915,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06401956,-80.80121915,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05918277,-80.84091803,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06177437,-80.83995957,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06177437,-80.83995957,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06177437,-80.83995957,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0587323,-80.84237239,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0587323,-80.84237239,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0587323,-80.84237239,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05709118,-80.82616422,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05440961,-80.7973395,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05440961,-80.7973395,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05394893,-80.79238749,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05373981,-80.79013965,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05373981,-80.79013965,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05839292,-80.84047604,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05839292,-80.84047604,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05839292,-80.84047604,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05839292,-80.84047604,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05839292,-80.84047604,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06435856,-80.86756058,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.07507658,-80.91408408,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.07507658,-80.91408408,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05960864,-80.84695433,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05960864,-80.84695433,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05960864,-80.84695433,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05860987,-80.84261972,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05858045,-80.84249202,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05858045,-80.84249202,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06424516,-80.86707684,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06534784,-80.8713874,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06792481,-80.83593808,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06792481,-80.83593808,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05912363,-80.84209978,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05857092,-80.84248885,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06614668,-80.83768297,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.059028,-80.84219858,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.059028,-80.84219858,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05857318,-80.84248702,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05098036,-80.84345916,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05811419,-80.84254314,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05852079,-80.84249093,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05852079,-80.84249093,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05857827,-80.84248355,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05857827,-80.84248355,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05857848,-80.84248352,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05857848,-80.84248352,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05857849,-80.84248352,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05857849,-80.84248352,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05857849,-80.84248352,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05857849,-80.84248352,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05857849,-80.84248352,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05857849,-80.84248352,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05857849,-80.84248352,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05857849,-80.84248352,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05857849,-80.84248352,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05857849,-80.84248352,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05857849,-80.84248352,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05857849,-80.84248352,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05857849,-80.84248352,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05707445,-80.82621344,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05707445,-80.82621344,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0539149,-80.79203458,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0718242,-80.82188223,199.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
